text,BIO_anno,class,bank_topic
我也想办这个，正在联系省分行的某领导，据说上门是省分行说了算，上门的人觉得能过就能给过，额度都是根据资质定的,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O,2,
为啥呢，我提额还是比较顺利的啊,O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O,2,
不显示贷款吗？,O O O B-PRODUCT I-PRODUCT O O,2,民生银行
我是在柜员机上操作了的啊，之前有密码器，但是过期了也没电不能开机，每次申请到最后就跳出密码器，结果昨天去网点说重新办理，结果不行了，说没有密码器，然后叫把我手...,O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O,2,工商银行
无界卡？,B-PRODUCT I-PRODUCT I-PRODUCT O,2,工商银行
唯一一张万年不提万元以下的卡是建行的,O O O O O O O O O O O O O O O B-BANK I-BANK O,2,建设银行
交通15k,B-BANK I-BANK O O O,2,交通银行
退了就对了，他管是谁，万一收年费咋办，还是退了保险,O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O,2,
这个卡是不是没有点数可以龙腾吃饭？必须3136外币白金卡才可以吗？直接刷20第二年没有完全版龙腾可以用吗？如果是异地,O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2,工商银行
年费怎么算？,B-COMMENTS_N I-COMMENTS_N O O O O,2,工商银行
不要申二卡。我也以为申卡可以曲线，无奈不光没曲线提额，新卡片额度反而比之前的低。多了一个信用卡审批记录。真不如一开始就直接撸出调平！...,O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O,2,工商银行
星级介绍,O O O O,2,工商银行
我首卡也是这个卡，50工本费，前两天申请生肖白，1万曲线到5万，把这张卡注销了,O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2,工商银行
本来是给你的。?刚给我卡的人跟我说最好刷别人的卡，然后拿现金,O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O,2,建设银行
资质不行呀，额度就不高,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,
不懂就问系列3年前,O O O O O O O O O,2,工商银行
我明天也申请一下。额度佛系,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ,2,
办了国贸香白，打客服说不知道这个卡？也不知道年费减免政策？啥啥情况？,O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O,2,工商银行
人工审核,O O B-COMMENTS_N I-COMMENTS_N,2,招商银行
我是挂我老婆的公司，制作总监。额度喜人,O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O,2,
有鸡毛关系，定投和基金不一样好吧,O O O O O O B-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT O O O O O,2,
是的。?EMS可以更改一次?就一次机会，快递都可以改地址的，放心,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,
这就稳了？,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,招商银行
房贷还了多久？估计和我一样满两年才能下卡,B-PRODUCT I-PRODUCT O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N,2,建设银行
金卡二卡干什么进件,B-PRODUCT I-PRODUCT O O O O O O O,2,招商银行
你这额度少零了,O O B-COMMENTS_N I-COMMENTS_N O O O,2,工商银行
你怎么开通的？开通的什么，我也是提示要密码器或u盾,O O O O O O O O O O O O O O O O O O O O O O O O O,2,工商银行
还在审批处理中,O O B-COMMENTS_N I-COMMENTS_N O O O,2,中国银行
我一年申了民生5次，全拒了,O O O O O B-BANK I-BANK O O O O B-COMMENTS_ADJ O,2,民生银行
你怎么分期的哇，打哪个客服,O O O B-PRODUCT I-PRODUCT O O O O O O O O,2,招商银行
兴业5万（年费900）,B-BANK I-BANK O O O B-COMMENTS_N I-COMMENTS_N O O O O,2,民生银行
6月份我申请了5次啊，7月1号申请的，都失败了,O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,
这个理财，现在好像是有人卖了，才有机会买进去,O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O,2,中国银行
比兴业号，全是666积分,O B-BANK I-BANK O O O O O O O B-PRODUCT I-PRODUCT,2,招商银行
老农公务金70k18.1提25k，多好啊,O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,
招商很好下的，看过一哥们逾期了两年一百多条申请唯一下的就是招商,B-BANK I-BANK B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O B-BANK I-BANK,2,招商银行
招商的很容易下卡啊，你是不是哪里没填对啊,B-BANK I-BANK O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O,2,招商银行
能下卡的都是优质客户！,O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O,2,建设银行
我也是今年二月份打的征信，已用额度这栏与账单金额是一样的，说明只显示了每月分期应还款项，现在已用额度把分期总欠款都体现出来了？...,O O O O O O O O O O B-PRODUCT I-PRODUCT O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O B-COMMENTS_N I-COMMENTS_N O O O O O O B-COMMENTS_N I-COMMENTS_N O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O,2,工商银行
老哥开的啥车，大卡车吗，额度咋样,O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O,2,
怎么样了？搞定了么,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2,
羡慕，或者小招Pu卡,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O,2,招商银行
这也太爽了，省了十块呢。,O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O,1,招商银行
你不会说哈哈,O O O O O O,2,工商银行
厉害了，现在几行？,B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O,1,招商银行
可能拒了，下个融E联看看，我跟你一样??融E联有拒的短信,O O B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O O,2,
我这个大概什么时候能收到？？一点没动静……,O O O O O O O O O O O O O O O O O O O O O,2,工商银行
你说我还有戏嘛哥,O O O O O O O O,2,工商银行
安居客代表吃口腔病，那你开吧,O O O O O O O O O O O O O O,2,工商银行
有足额工资流水或者砖就可以,O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O O O O,2,招商银行
出大黑屋，小黑屋还会远吗,O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O,2,招商银行
你的还查得到冻结时间，我今天去柜台，它上面没有显示冻结事件，只有行政的地址和电话,O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O,2,招商银行
提前还款，有个违约金,O O B-COMMENTS_N I-COMMENTS_N O O O O O O,2,工商银行
真的很厉害,O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,民生银行
试了你就不能提额了,O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O,2,农业银行
这样子呀，都是可以办成功的,O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,
BAABB-AABCD,O O O O O O O O O O O,2,招商银行
不是啊，金卡，提交了才开始审核嘛？,O O O O B-PRODUCT I-PRODUCT O O O O O O O B-COMMENTS_N I-COMMENTS_N O O,2,招商银行
走无卡比有卡更容易曲线提额吗??有卡是不是容易共享,O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O,2,
我还没逾期，所以拿不到这个，求,O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O,2,建设银行
是的，APP上能看到额度,O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N,2,建设银行
没有必要在分红前卖出,O O O O O B-COMMENTS_N I-COMMENTS_N O O O,2,中国银行
用??用了才提，提额还是很快的,O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ O,2,
需要线下有网点么，我们这边农行的网点好少,O O O O O O O O O O O O O B-BANK I-BANK O O O O B-COMMENTS_ADJ,2,
农行平常积分10000就值10块！你说这个好不好？,B-BANK I-BANK O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O,2,农业银行
不分，分期不划算,O O O B-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,2,
十张卡了，最近所有卡额度都不变了，准备销两张看看效果,O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O,2,民生银行
七行，建行重新新户申请，下卡4.5，原来是1.0，还涨了额度,O O O B-BANK I-BANK O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O B-COMMENTS_ADJ O B-COMMENTS_N I-COMMENTS_N,2,建设银行
民生卡有什么优势？,B-BANK I-BANK O O O O O O O,2,民生银行
今天拿到卡片了，刚好伪白金起步额度1万。请问面签激活一般会问些什么问题呢？是柜员提问还是机器上填写啊？听说错一个字都会拒绝？到底三个问题还是四个问题啊！有些信...,O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O,2,中信银行
秒出结果啊，再说农行乐分易是邀请制，没有邀请申请绝大多数都是拒绝,O O O O O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,农业银行
我直接换立减金！方便！,O O O O B-PRODUCT I-PRODUCT I-PRODUCT O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,农业银行
跟你同样的遭遇，也是申请了MINI跟香白都过了，不同的是我激活了香白，mini打算销户了。卡太多刷不够这6W，香白激活首年免年费的，明天再申个免费的白金吧。手里还...,O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-PRODUCT I-PRODUCT O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O,2,工商银行
最终平安没有扣你3%手续费？,O O B-BANK I-BANK O O O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O,2,建设银行
就交了行驶证，我其他家银行卡额度也很高，征信比较好，没有什么乱七八糟的贷款,O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O B-PRODUCT I-PRODUCT,2,建设银行
楼主在哪办的E招贷？,O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O,2,招商银行
比网贷划算的,O B-PRODUCT I-PRODUCT O O O,2,中信银行
要车卡油,O O O O,2,建设银行
优质啊，什么刷卡姿势？,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-COMMENTS_N I-COMMENTS_N O O O,1,招商银行
不是这个意思，我的意思是买基金要放长线,O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O,2,
应该没有那么快吧……,O O O O O O B-COMMENTS_ADJ O O O,2,民生银行
分期概率大??昨天四个左右拒接??今天打了一个,B-PRODUCT I-PRODUCT O O B-COMMENTS_ADJ O O O O O O O O B-COMMENTS_ADJ O O O O O O O O O,2,
同样经典白，生日10倍积分，感觉毫无压力,O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O B-PRODUCT I-PRODUCT O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,2,招商银行
你是来显摆的吗，没长卡额度都这么高,O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ,2,
缤纷生活？,O O O O O,2,中国银行
招商慢慢动阿鲁,B-BANK I-BANK B-COMMENTS_ADJ I-COMMENTS_ADJ O O O,2,招商银行
难道只要去办U盾就有？不懂,O O O O O O B-PRODUCT I-PRODUCT O O O O O,2,工商银行
我关了账号又申请了一个。过了一段时间，1.1改成了4，提高了很多吧,O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,
不错的卡面,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O,2,招商银行
解决了吗。我的跟你一样，工行卡，无限期续冻。快一年了。不知道怎么解决。(????????)?????,O O O O O O O O O O O O B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2,工商银行
军魂有专属卡，客户经理的工银E服务可以看到,O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O,2,工商银行
还了吧，我早还请了，额度都恢复了,O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O,2,
去了等法院判决你呢,O O O O O O O O O,2,招商银行
客户经理告诉我随便刷，不要刷到建行卡就行，别刷房地产金融类,O O O O O O O O O O O O O O O B-BANK I-BANK O O O O O O O O O O O O,2,建设银行
广州白云机场有,B-BANK I-BANK O O O O O,2,工商银行
结清是指这期帐单出了以后还清帐单金额还是直接取消预约帐单分期？持续三个月累计消费额度弄够400笔这个倒是没问题。我按你的方法试试。...,O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O,2,招商银行
看银行，可能会让你把网贷结清再批?问题不大。,O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O,2,中国银行
这个招商就是每天一个电话，烦。,O O B-BANK I-BANK O O O O O O O O O O O,2,招商银行
他这个物流都不准，卡到了你你看看就知道，或者卡后4位数查,O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O,2,民生银行
一般体制内企业、世界500强，中层干部以上。50万年薪加持。额度会低么,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ O,2,
毫无动静，连进度都没有显示，效率低啊,O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O,2,
？？？啥意思？？？啥是凡尔赛？？？,O O O O O O O O O O O O O O O O O,2,中国银行
钱数这么整齐，你在考验银行智商吗？,O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O,2,民生银行
除了这两种方式，还有什么办法能够开通快贷吗？,O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O,2,建设银行
我怎么可以，效率这么低,O O O O O O O O O O B-COMMENTS_ADJ,2,
这些要怎么提交？线下找客户经理提交？有点难哦,O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O,2,
预审批额度也找不到,B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N O O O O,2,中国银行
记错了，不是4.16提交，是4.13提交的。今天提示通过。效率还是高的吧,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O,2,
我去年11月份申请的，现在还没有提过，恶心不,O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,
在哪传车本，，，我想办车主卡,O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT,2,
只申请喜欢的吧。。,O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O,2,建设银行
光大可以兴许一个分期直接毕业,B-BANK I-BANK O O O O O O B-PRODUCT I-PRODUCT O O O O,2,工商银行
我的固定没了，临时都降了,O O O O O O O O O O B-COMMENTS_ADJ O,2,中国银行
兴业50k--浦发60k--农业70k,B-BANK I-BANK O O O O O B-BANK I-BANK O O O O O B-BANK I-BANK O O O,2,建设银行
据说是风险控制部门的警告信息??,O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O,2,中信银行
字面意思就是要带财力证明去网点申请，我就是这样下卡的,O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2,中国银行
一楼没错。工行是这样的哦,O O O O O B-BANK I-BANK O O O O O,2,
我知道深圳有,O O O O O O,2,工商银行
我一套资料用到老，除非不再是三无,O O O O O O O O O O O O O O O O,2,工商银行
怕我xq吧,B-COMMENTS_ADJ O O O O,2,工商银行
额度都出来了肯定有啊,B-COMMENTS_N I-COMMENTS_N O O O O O O O O,2,工商银行
临时没用，我都给了一年临时了，固定就是没动静,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O,2,中信银行
对，我想卖了，但是我欠钱？？不行吧,O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,
是的，论坛第一人，我们都落后了,O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,
私行的管理费，代发好像免不了。,O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O O O O O O O,2,招商银行
冻结，肯定管用！,B-COMMENTS_N I-COMMENTS_N O O O O O O,2,招商银行
都是t的,O O O O,2,民生银行
涨记性了，下次直接取现，愿意多花点手续费,O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N,2,
姐姐，我年纪很小。家里发生变故了，你有就提供，没有就提供征信，如果你确实负债很大，困难的话。,O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O,2,招商银行
哪有什么最后，当然是恢复不了，钱取出来后注销了，换别家银行,O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O,2,民生银行
不知道。也让我等信。排查系统。哎，心累啊,O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,
我信用卡有额度，一直是3k，非常稳定,O B-PRODUCT I-PRODUCT I-PRODUCT O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,2,工商银行
随意了，看淡，无所谓了,O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O,2,
3万，中信降到2万还不错。基本上都是下卡,O O O B-BANK I-BANK B-COMMENTS_ADJ O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O B-COMMENTS_N I-COMMENTS_N,2,中信银行
你放款没有，不管多少，先放点啊,O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O,2,
融e1w信用卡也是1万,O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O,2,工商银行
你好，这里是招商银行论坛,O O O O O O O O O O O O,2,招商银行
大妈的分期不算高吧;P,O O O B-PRODUCT I-PRODUCT O O B-COMMENTS_ADJ O O O,2,工商银行
网站上现在是15笔或10000，，我问了才知道，，这是单币卡的年费政策，1+1还是20W,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O,2,工商银行
那这个尊尚白金卡??怎么样?,O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O,2,
我也0322网点申请的，2个小时就通过了，额度12k，卡号也发了当天我就绑定微信开始用了,O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O,2,农业银行
你打的哪个呀我也试一下??那利息给你涨么??胖妮分期还有其他要求么??你得和银行确定好了,O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O,2,
我之前稳定三个月一提，自从授权之后，翻车至今6个多月了，刚才有位兄台回复我他授权一年不提，上个月关了，这次提了，我立马关了，民生竟整特么的幺蛾子！...,O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O O O O O O O O O,2,民生银行
你的手术好闪亮,O O O O B-COMMENTS_ADJ O O,2,农业银行
你欠了中信多少啊,O O O B-BANK I-BANK B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,中信银行
有需要的话可以，我的招行就是的,O O O O O O O O O O B-BANK I-BANK O O O,2,
法院起诉你的时候没有给你发传票吗,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O,2,工商银行
我当时也是想修改到家里，地址都真实的，就是家里收了面签方便，结果邮递员给我打电话说信用卡不能修改，要么退回银行重发，要么到单位我自己拿，最后我让放单位菜鸟驿站了...,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2,中信银行
被降,O B-COMMENTS_ADJ,2,招商银行
下来了19700卡已经到归属地了，明天基本能派件了。,O O O O O O O O O O O O O O O O O O O O O O O O O O,2,中国银行
我也掉了好几百，每个月一号自动掉？额度慢慢掉,O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O,2,
好的，到时候去网点搞个把密码器取消不知道给不给办，好心累啊,O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,
这个不知道，坐等结果，不着急,O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,2,
还得是手机号也是北京的才能参加，直接pass了,O O O O O O O O O O O O O O O O O O O O O O O,2,建设银行
这是咋回事。主页也没了。,O O O O O O O O O O O O,2,招商银行
无所谓可以给我刷吗大佬,B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O,2,民生银行
怎么有那么多优惠呀,O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,招商银行
如果点了会怎么样？即使其他人没有逾期，它仍然提示我这个配额调整没有被批准。,O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O,2,中国银行
打人工客服，招行的客服态度还是很好的,O O O O O O B-BANK I-BANK O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,
有700房的人太多了,O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,民生银行
逾期多久了,B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,工商银行
我只知道中信当天晚上12点之前还款即便是晚上11:59还款都是当天入账的，你这种情况应该没有利息，也对征信没有影响，你不放心可致电客服说明一下...,O O O O B-BANK I-BANK O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O,2,中信银行
预批按流水和资产评估,O O O B-COMMENTS_N I-COMMENTS_N O O O O O,2,中国银行
稳稳的进942了,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O,1,工商银行
还是张总好，非常感谢,O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2,
我刚刚打电话要信用信息。查了一下资料，卡的概率大吗？好像还有两个星期要等,O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O,2,中国银行
那个大年卡是不是像优酷视频会员一样看视频而以吗？,O O O O O O O O O O O O O O O O O O O O O O O O,2,建设银行
老板什么资质情况？社保公积金有吗,O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O,2,工商银行
申请个数字信用卡直接变6星,O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O,2,工商银行
丝毫不影响征信，只是账户数多，有些人自己不喜欢而已,O O O O O B-PRODUCT I-PRODUCT O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O,2,工商银行
就是不想玩儿卡了,O O O O O O O O,2,工商银行
好的，我试试，谢谢,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,民生银行
没有逾期没有网贷有公积金，稳！:victory:,O O B-COMMENTS_N I-COMMENTS_N O O B-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT I-PRODUCT O B-COMMENTS_ADJ O O O O O O O O O O,2,中国银行
争取早日毕业，早日拿到招行的卡,O O O O O O O O O O O B-BANK I-BANK O O,2,
办理汽车卡,O O B-PRODUCT I-PRODUCT I-PRODUCT,2,建设银行
基本不大可能,O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,2,招商银行
等一般提一下，一年前才提,O O O O O O O O O O O O,2,工商银行
